,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,auc,avg_node_degree,degree_null_auc,is_immune
GO:0046467,GO:0046467,membrane lipid biosynthetic process,3/93,142/18722,0.033798421,0.224040957,0.191137042,ELOVL1/B4GALT3/ORMDL2,3,0.41,5.422812939,0.363333333,0
GO:0070663,GO:0070663,regulation of leukocyte proliferation,4/93,245/18722,0.03383053,0.224040957,0.191137042,NDFIP1/CSF1R/CD74/HLA-DRB1,4,0.595959596,12.20389299,0.603535354,0
GO:0051251,GO:0051251,positive regulation of lymphocyte activation,5/93,362/18722,0.034344096,0.226671034,0.193380851,CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1,5,1,14.81897896,0.697959184,1
GO:0051098,GO:0051098,regulation of binding,5/93,363/18722,0.034691636,0.227999773,0.194514444,STMN1/ZNF593/S100A10/ACTB/ANXA2,5,0.442176871,15.10398302,0.610204082,0
GO:0071806,GO:0071806,protein transmembrane transport,2/93,59/18722,0.034779626,0.227999773,0.194514444,MCL1/GRPEL2,2,0.749174917,3.188016027,0.188118812,0
GO:0046718,GO:0046718,viral entry into host cell,3/93,144/18722,0.035011002,0.228746379,0.195151399,CD74/HSPA1B/HLA-DRB1,3,0.69,13.45851579,0.61,0
GO:0010498,GO:0010498,proteasomal protein catabolic process,6/93,490/18722,0.035259635,0.229600367,0.195879966,FBXO38/HSPA1B/ZFAND2A/GNA12/CDK2/PSMB6,6,0.805841924,4.228949304,0.257731959,0
GO:0031663,GO:0031663,lipopolysaccharide-mediated signaling pathway,2/93,60/18722,0.035864823,0.232762699,0.19857786,CD14/SCIMP,2,0.181518152,14.32009348,0.613861386,0
GO:0045580,GO:0045580,regulation of T cell differentiation,3/93,146/18722,0.036245929,0.234454562,0.200021247,CD74/HLA-DRA/HLA-DRB1,3,0.99,19.68219477,0.8,1
GO:0050900,GO:0050900,leukocyte migration,5/93,369/18722,0.036822918,0.235957445,0.201303408,FCER1G/CSF1R/CD74/GPSM3/RAC1,5,0.670068027,16.64949139,0.773469388,1
GO:0010951,GO:0010951,negative regulation of endopeptidase activity,4/93,252/18722,0.036926887,0.235957445,0.201303408,SPOCK2/ANXA2/CST3/CST7,4,0.63973064,16.36341885,0.76010101,0
GO:0006900,GO:0006900,vesicle budding from membrane,2/93,61/18722,0.036963031,0.235957445,0.201303408,S100A10/ANXA2,2,0.97029703,22.87655072,0.866336634,0
GO:0030865,GO:0030865,cortical cytoskeleton organization,2/93,61/18722,0.036963031,0.235957445,0.201303408,RAB13/RAC1,2,0.782178218,17.89430325,0.767326733,0
GO:0009743,GO:0009743,response to carbohydrate,4/93,253/18722,0.037382178,0.237845559,0.202914223,HLA-DRB1/SOD2/RAC1/RAP1B,4,0.64983165,18.29778071,0.732323232,0
GO:0070507,GO:0070507,regulation of microtubule cytoskeleton organization,3/93,148/18722,0.037503126,0.237845559,0.202914223,STMN1/HSPA1B/RAC1,3,0.276666667,10.69621659,0.51,0
GO:0002260,GO:0002260,lymphocyte homeostasis,2/93,62/18722,0.038074098,0.240682688,0.205334675,CD74/RPS6,2,0.151815182,14.68416687,0.717821782,1
GO:0031343,GO:0031343,positive regulation of cell killing,2/93,63/18722,0.039197871,0.246984647,0.210711093,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,0
GO:0044409,GO:0044409,entry into host,3/93,151/18722,0.039430504,0.247649002,0.211277877,CD74/HSPA1B/HLA-DRB1,3,0.69,13.45851579,0.61,0
GO:0031348,GO:0031348,negative regulation of defense response,4/93,258/18722,0.039707305,0.248585602,0.212076923,NDFIP1/HLA-DRB1/RORA/CST7,4,0.875420875,9.455621195,0.5,0
GO:0030104,GO:0030104,water homeostasis,2/93,64/18722,0.040334202,0.250097741,0.213366981,STMN1/ELOVL1,2,0.874587459,6.394025949,0.45049505,0
GO:0061178,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,2/93,64/18722,0.040334202,0.250097741,0.213366981,HLA-DRB1/RAC1,2,0.712871287,21.66365976,0.816831683,0
GO:1903018,GO:1903018,regulation of glycoprotein metabolic process,2/93,64/18722,0.040334202,0.250097741,0.213366981,HBEGF/CST3,2,0.693069307,16.55973648,0.752475248,0
GO:0038034,GO:0038034,signal transduction in absence of ligand,2/93,65/18722,0.041482939,0.253985163,0.216683474,MCL1/HSPA1B,2,0.940594059,4.189132845,0.301980198,0
GO:0045453,GO:0045453,bone resorption,2/93,65/18722,0.041482939,0.253985163,0.216683474,CSF1R/RAC1,2,0.828382838,15.75408987,0.742574257,0
GO:0048524,GO:0048524,positive regulation of viral process,2/93,65/18722,0.041482939,0.253985163,0.216683474,CD74/HLA-DRB1,2,0.99009901,18.02561745,0.757425743,0
GO:0097192,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,2/93,65/18722,0.041482939,0.253985163,0.216683474,MCL1/HSPA1B,2,0.940594059,4.189132845,0.301980198,0
GO:0010466,GO:0010466,negative regulation of peptidase activity,4/93,262/18722,0.041625858,0.254061269,0.216748403,SPOCK2/ANXA2/CST3/CST7,4,0.518518519,16.36341885,0.76010101,0
GO:0051893,GO:0051893,regulation of focal adhesion assembly,2/93,66/18722,0.042643934,0.254568329,0.217180993,S100A10/RAC1,2,0.914191419,22.25560238,0.841584158,0
GO:0090109,GO:0090109,regulation of cell-substrate junction assembly,2/93,66/18722,0.042643934,0.254568329,0.217180993,S100A10/RAC1,2,0.877887789,22.25560238,0.841584158,0
GO:0046631,GO:0046631,alpha-beta T cell activation,3/93,156/18722,0.042752947,0.254568329,0.217180993,HLA-DRA/HLA-DRB1/RORA,3,0.973333333,16.58989174,0.693333333,1
GO:0030522,GO:0030522,intracellular receptor signaling pathway,4/93,265/18722,0.043098886,0.254568329,0.217180993,TAF7/NR3C1/HSPA1B/RORA,4,0.875420875,4.688766326,0.325757576,0
GO:0050727,GO:0050727,regulation of inflammatory response,5/93,386/18722,0.043294176,0.254568329,0.217180993,NDFIP1/GPSM3/HLA-DRB1/RORA/CST7,5,0.921768707,9.371350756,0.524489796,0
GO:0051250,GO:0051250,negative regulation of lymphocyte activation,3/93,157/18722,0.043433851,0.254568329,0.217180993,NDFIP1/CD74/HLA-DRB1,3,0.78,13.19805415,0.59,1
GO:0009100,GO:0009100,glycoprotein metabolic process,5/93,387/18722,0.043694911,0.254568329,0.217180993,B4GALT3/HBEGF/CHST12/SPOCK2/CST3,5,0.469387755,9.913312144,0.514285714,0
GO:0006879,GO:0006879,cellular iron ion homeostasis,2/93,67/18722,0.043817041,0.254568329,0.217180993,NDFIP1/FTH1,2,0.092409241,13.03806823,0.554455446,0
GO:0016445,GO:0016445,somatic diversification of immunoglobulins,2/93,67/18722,0.043817041,0.254568329,0.217180993,NDFIP1/PMS2,2,0.465346535,2.705461204,0.138613861,1
GO:0042130,GO:0042130,negative regulation of T cell proliferation,2/93,67/18722,0.043817041,0.254568329,0.217180993,NDFIP1/HLA-DRB1,2,0.442244224,12.29173841,0.51980198,1
GO:0046635,GO:0046635,positive regulation of alpha-beta T cell activation,2/93,67/18722,0.043817041,0.254568329,0.217180993,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,1
GO:0061077,GO:0061077,chaperone-mediated protein folding,2/93,67/18722,0.043817041,0.254568329,0.217180993,CD74/HSPA1B,2,0.052805281,9.667499048,0.51980198,0
GO:2000514,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",2/93,67/18722,0.043817041,0.254568329,0.217180993,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,1
GO:0001894,GO:0001894,tissue homeostasis,4/93,268/18722,0.044601154,0.254568329,0.217180993,CSF1R/ACTB/RAC1/LYZ,4,0.744107744,19.52159183,0.813131313,0
GO:0006631,GO:0006631,fatty acid metabolic process,5/93,390/18722,0.044910573,0.254568329,0.217180993,ELOVL1/THEM4/CD74/ACAT2/QKI,5,0.285714286,7.17780512,0.436734694,0
GO:0046637,GO:0046637,regulation of alpha-beta T cell differentiation,2/93,68/18722,0.045002113,0.254568329,0.217180993,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,1
GO:0046686,GO:0046686,response to cadmium ion,2/93,68/18722,0.045002113,0.254568329,0.217180993,SOD2/FOS,2,0.752475248,19.32278725,0.816831683,0
GO:0032970,GO:0032970,regulation of actin filament-based process,5/93,396/18722,0.047402577,0.254568329,0.217180993,STMN1/S100A10/CSF1R/RAC1/PFN1,5,0.659863946,16.0638471,0.704081633,0
GO:0006633,GO:0006633,fatty acid biosynthetic process,3/93,163/18722,0.047633094,0.254568329,0.217180993,ELOVL1/CD74/QKI,3,0.533333333,9.467950172,0.563333333,0
GO:0050657,GO:0050657,nucleic acid transport,3/93,163/18722,0.047633094,0.254568329,0.217180993,MRPL18/QKI/SARNP,3,0.823333333,3.941582471,0.266666667,0
GO:0050658,GO:0050658,RNA transport,3/93,163/18722,0.047633094,0.254568329,0.217180993,MRPL18/QKI/SARNP,3,0.823333333,3.941582471,0.266666667,0
GO:2001242,GO:2001242,regulation of intrinsic apoptotic signaling pathway,3/93,164/18722,0.048351809,0.254568329,0.217180993,MCL1/CD74/SOD2,3,0.306666667,14.91020821,0.666666667,0
GO:0009113,GO:0009113,purine nucleobase biosynthetic process,1/93,10/18722,0.048589796,0.254568329,0.217180993,APRT,1,NA,NA,NA,0
GO:0010728,GO:0010728,regulation of hydrogen peroxide biosynthetic process,1/93,10/18722,0.048589796,0.254568329,0.217180993,SOD2,1,NA,NA,NA,0
GO:0010968,GO:0010968,regulation of microtubule nucleation,1/93,10/18722,0.048589796,0.254568329,0.217180993,HSPA1B,1,NA,NA,NA,0
GO:0031340,GO:0031340,positive regulation of vesicle fusion,1/93,10/18722,0.048589796,0.254568329,0.217180993,ANXA2,1,NA,NA,NA,0
GO:0032380,GO:0032380,regulation of intracellular sterol transport,1/93,10/18722,0.048589796,0.254568329,0.217180993,ANXA2,1,NA,NA,NA,0
GO:0032383,GO:0032383,regulation of intracellular cholesterol transport,1/93,10/18722,0.048589796,0.254568329,0.217180993,ANXA2,1,NA,NA,NA,0
GO:0035646,GO:0035646,endosome to melanosome transport,1/93,10/18722,0.048589796,0.254568329,0.217180993,CD63,1,NA,NA,NA,0
GO:0036109,GO:0036109,alpha-linolenic acid metabolic process,1/93,10/18722,0.048589796,0.254568329,0.217180993,ELOVL1,1,NA,NA,NA,0
GO:0043101,GO:0043101,purine-containing compound salvage,1/93,10/18722,0.048589796,0.254568329,0.217180993,APRT,1,NA,NA,NA,0
GO:0043485,GO:0043485,endosome to pigment granule transport,1/93,10/18722,0.048589796,0.254568329,0.217180993,CD63,1,NA,NA,NA,0
GO:0048757,GO:0048757,pigment granule maturation,1/93,10/18722,0.048589796,0.254568329,0.217180993,CD63,1,NA,NA,NA,0
GO:0060736,GO:0060736,prostate gland growth,1/93,10/18722,0.048589796,0.254568329,0.217180993,PSAP,1,NA,NA,NA,0
GO:0070391,GO:0070391,response to lipoteichoic acid,1/93,10/18722,0.048589796,0.254568329,0.217180993,CD14,1,NA,NA,NA,0
GO:0071223,GO:0071223,cellular response to lipoteichoic acid,1/93,10/18722,0.048589796,0.254568329,0.217180993,CD14,1,NA,NA,NA,0
GO:0098885,GO:0098885,modification of postsynaptic actin cytoskeleton,1/93,10/18722,0.048589796,0.254568329,0.217180993,PFN1,1,NA,NA,NA,0
GO:1904851,GO:1904851,positive regulation of establishment of protein localization to telomere,1/93,10/18722,0.048589796,0.254568329,0.217180993,TCP1,1,NA,NA,NA,0
GO:0032722,GO:0032722,positive regulation of chemokine production,2/93,71/18722,0.048627676,0.254568329,0.217180993,CSF1R/CD74,2,0.594059406,12.11604756,0.683168317,0
GO:0061515,GO:0061515,myeloid cell development,2/93,71/18722,0.048627676,0.254568329,0.217180993,RPS6/ANXA2,2,0.435643564,18.94315752,0.801980198,1
GO:0150116,GO:0150116,regulation of cell-substrate junction organization,2/93,71/18722,0.048627676,0.254568329,0.217180993,S100A10/RAC1,2,0.914191419,22.25560238,0.841584158,0
GO:0110053,GO:0110053,regulation of actin filament organization,4/93,277/18722,0.049283218,0.254568329,0.217180993,STMN1/S100A10/RAC1/PFN1,4,0.774410774,17.7744565,0.717171717,0
GO:0043112,GO:0043112,receptor metabolic process,3/93,166/18722,0.049805256,0.254568329,0.217180993,FCER1G/CD63/ANXA2,3,0.893333333,25.35454393,0.953333333,0
GO:0051236,GO:0051236,establishment of RNA localization,3/93,166/18722,0.049805256,0.254568329,0.217180993,MRPL18/QKI/SARNP,3,0.823333333,3.941582471,0.266666667,0
GO:1902904,GO:1902904,negative regulation of supramolecular fiber organization,3/93,166/18722,0.049805256,0.254568329,0.217180993,STMN1/PFDN6/PFN1,3,0.13,9.80650745,0.44,0
GO:0001736,GO:0001736,establishment of planar polarity,2/93,72/18722,0.04985917,0.254568329,0.217180993,RAC1/MLLT3,2,0.537953795,12.96921402,0.554455446,0
GO:0007164,GO:0007164,establishment of tissue polarity,2/93,72/18722,0.04985917,0.254568329,0.217180993,RAC1/MLLT3,2,0.537953795,12.96921402,0.554455446,0
GO:0035567,GO:0035567,non-canonical Wnt signaling pathway,2/93,72/18722,0.04985917,0.254568329,0.217180993,RAC1/MLLT3,2,0.537953795,12.96921402,0.554455446,0
GO:0043903,GO:0043903,regulation of biological process involved in symbiotic interaction,2/93,72/18722,0.04985917,0.254568329,0.217180993,CD74/HLA-DRB1,2,0.99009901,18.02561745,0.757425743,0
GO:0070227,GO:0070227,lymphocyte apoptotic process,2/93,72/18722,0.04985917,0.254568329,0.217180993,CD74/RPS6,2,0.151815182,14.68416687,0.717821782,0
GO:0055088,GO:0055088,lipid homeostasis,3/93,167/18722,0.050539958,0.254568329,0.217180993,ORMDL2/NPC2/RORA,3,0.586666667,11.98127037,0.6,0
GO:0035773,GO:0035773,insulin secretion involved in cellular response to glucose stimulus,2/93,73/18722,0.051101916,0.254568329,0.217180993,HLA-DRB1/RAC1,2,0.712871287,21.66365976,0.816831683,0
GO:0042274,GO:0042274,ribosomal small subunit biogenesis,2/93,73/18722,0.051101916,0.254568329,0.217180993,RPS27/RPS6,2,0.98679868,13.90786627,0.693069307,0
GO:0002833,GO:0002833,positive regulation of response to biotic stimulus,3/93,168/18722,0.051279959,0.254568329,0.217180993,FBXO38/HLA-DRB1/SCIMP,3,0.826666667,9.079783574,0.39,0
GO:1903201,GO:1903201,regulation of oxidative stress-induced cell death,2/93,74/18722,0.052355773,0.254568329,0.217180993,MCL1/SOD2,2,0.323432343,14.85996951,0.633663366,0
GO:0002696,GO:0002696,positive regulation of leukocyte activation,5/93,409/18722,0.05308045,0.254568329,0.217180993,CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1,5,1,14.81897896,0.697959184,1
GO:0072659,GO:0072659,protein localization to plasma membrane,4/93,284/18722,0.053106123,0.254568329,0.217180993,S100A10/RAB13/ACTB/ANXA2,4,0.895622896,20.28553873,0.815656566,0
GO:0002604,GO:0002604,regulation of dendritic cell antigen processing and presentation,1/93,11/18722,0.053318374,0.254568329,0.217180993,CD74,1,NA,NA,NA,1
GO:0006188,GO:0006188,IMP biosynthetic process,1/93,11/18722,0.053318374,0.254568329,0.217180993,APRT,1,NA,NA,NA,0
GO:0010269,GO:0010269,response to selenium ion,1/93,11/18722,0.053318374,0.254568329,0.217180993,SOD2,1,NA,NA,NA,0
GO:0010986,GO:0010986,positive regulation of lipoprotein particle clearance,1/93,11/18722,0.053318374,0.254568329,0.217180993,ANXA2,1,NA,NA,NA,0
GO:0021702,GO:0021702,cerebellar Purkinje cell differentiation,1/93,11/18722,0.053318374,0.254568329,0.217180993,RORA,1,NA,NA,NA,0
GO:0032377,GO:0032377,regulation of intracellular lipid transport,1/93,11/18722,0.053318374,0.254568329,0.217180993,ANXA2,1,NA,NA,NA,0
GO:0032493,GO:0032493,response to bacterial lipoprotein,1/93,11/18722,0.053318374,0.254568329,0.217180993,CD14,1,NA,NA,NA,0
GO:0033483,GO:0033483,gas homeostasis,1/93,11/18722,0.053318374,0.254568329,0.217180993,SOD2,1,NA,NA,NA,0
GO:0033625,GO:0033625,positive regulation of integrin activation,1/93,11/18722,0.053318374,0.254568329,0.217180993,RAP1B,1,NA,NA,NA,0
GO:0042451,GO:0042451,purine nucleoside biosynthetic process,1/93,11/18722,0.053318374,0.254568329,0.217180993,APRT,1,NA,NA,NA,0
GO:0042455,GO:0042455,ribonucleoside biosynthetic process,1/93,11/18722,0.053318374,0.254568329,0.217180993,APRT,1,NA,NA,NA,0
GO:0045060,GO:0045060,negative thymic T cell selection,1/93,11/18722,0.053318374,0.254568329,0.217180993,CD74,1,NA,NA,NA,1
GO:0046129,GO:0046129,purine ribonucleoside biosynthetic process,1/93,11/18722,0.053318374,0.254568329,0.217180993,APRT,1,NA,NA,NA,0
GO:0046929,GO:0046929,negative regulation of neurotransmitter secretion,1/93,11/18722,0.053318374,0.254568329,0.217180993,RAP1B,1,NA,NA,NA,0
GO:0060312,GO:0060312,regulation of blood vessel remodeling,1/93,11/18722,0.053318374,0.254568329,0.217180993,CST3,1,NA,NA,NA,0
GO:0060742,GO:0060742,epithelial cell differentiation involved in prostate gland development,1/93,11/18722,0.053318374,0.254568329,0.217180993,PSAP,1,NA,NA,NA,0
GO:0070203,GO:0070203,regulation of establishment of protein localization to telomere,1/93,11/18722,0.053318374,0.254568329,0.217180993,TCP1,1,NA,NA,NA,0
GO:0071888,GO:0071888,macrophage apoptotic process,1/93,11/18722,0.053318374,0.254568329,0.217180993,TCP1,1,NA,NA,NA,0
GO:0090084,GO:0090084,negative regulation of inclusion body assembly,1/93,11/18722,0.053318374,0.254568329,0.217180993,HSPA1B,1,NA,NA,NA,0
GO:0090481,GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,1/93,11/18722,0.053318374,0.254568329,0.217180993,SLC35A4,1,NA,NA,NA,0
GO:0098792,GO:0098792,xenophagy,1/93,11/18722,0.053318374,0.254568329,0.217180993,WIPI2,1,NA,NA,NA,1
GO:1903265,GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,1/93,11/18722,0.053318374,0.254568329,0.217180993,HSPA1B,1,NA,NA,NA,0
GO:1904869,GO:1904869,regulation of protein localization to Cajal body,1/93,11/18722,0.053318374,0.254568329,0.217180993,TCP1,1,NA,NA,NA,0
GO:1904871,GO:1904871,positive regulation of protein localization to Cajal body,1/93,11/18722,0.053318374,0.254568329,0.217180993,TCP1,1,NA,NA,NA,0
GO:2000343,GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,1/93,11/18722,0.053318374,0.254568329,0.217180993,CD74,1,NA,NA,NA,0
GO:2000644,GO:2000644,regulation of receptor catabolic process,1/93,11/18722,0.053318374,0.254568329,0.217180993,ANXA2,1,NA,NA,NA,0
GO:0033077,GO:0033077,T cell differentiation in thymus,2/93,75/18722,0.053620605,0.254568329,0.217180993,CD74/RPS6,2,0.125412541,14.68416687,0.717821782,1
GO:0048662,GO:0048662,negative regulation of smooth muscle cell proliferation,2/93,75/18722,0.053620605,0.254568329,0.217180993,SOD2/GNA12,2,0.577557756,16.29952898,0.732673267,0
GO:0043161,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,5/93,412/18722,0.054444983,0.254568329,0.217180993,FBXO38/HSPA1B/ZFAND2A/GNA12/CDK2,5,0.81292517,3.68222909,0.212244898,0
GO:0006809,GO:0006809,nitric oxide biosynthetic process,2/93,76/18722,0.054896272,0.254568329,0.217180993,RAC1/RORA,2,0.521452145,14.01027339,0.628712871,0
GO:0009123,GO:0009123,nucleoside monophosphate metabolic process,2/93,76/18722,0.054896272,0.254568329,0.217180993,DUT/APRT,2,0.95049505,5.273658095,0.381188119,0
GO:0051099,GO:0051099,positive regulation of binding,3/93,173/18722,0.055058885,0.254568329,0.217180993,STMN1/S100A10/ANXA2,3,0.766666667,17.0768895,0.703333333,0
GO:0034599,GO:0034599,cellular response to oxidative stress,4/93,288/18722,0.05536158,0.254568329,0.217180993,MCL1/HSPA1B/SOD2/FOS,4,0.895622896,11.75596005,0.560606061,0
GO:0046651,GO:0046651,lymphocyte proliferation,4/93,288/18722,0.05536158,0.254568329,0.217180993,NDFIP1/CD74/HLA-DRB1/RPS6,4,0.720538721,13.48795264,0.621212121,1
GO:0002200,GO:0002200,somatic diversification of immune receptors,2/93,77/18722,0.05618264,0.254568329,0.217180993,NDFIP1/PMS2,2,0.465346535,2.705461204,0.138613861,1
GO:0006367,GO:0006367,transcription initiation from RNA polymerase II promoter,2/93,77/18722,0.05618264,0.254568329,0.217180993,TAF7/GTF2A2,2,0.858085809,3.694034826,0.247524752,0
GO:0044403,GO:0044403,biological process involved in symbiotic interaction,4/93,290/18722,0.05650859,0.254568329,0.217180993,CD74/HSPA1B/HLA-DRB1/TCP1,4,0.919191919,10.88248525,0.51010101,0
GO:0048771,GO:0048771,tissue remodeling,3/93,175/18722,0.056606976,0.254568329,0.217180993,CSF1R/RAC1/CST3,3,0.876666667,19.11677775,0.826666667,0
GO:0052126,GO:0052126,movement in host environment,3/93,175/18722,0.056606976,0.254568329,0.217180993,CD74/HSPA1B/HLA-DRB1,3,0.69,13.45851579,0.61,0
GO:0032943,GO:0032943,mononuclear cell proliferation,4/93,291/18722,0.057086905,0.254568329,0.217180993,NDFIP1/CD74/HLA-DRB1/RPS6,4,0.720538721,13.48795264,0.621212121,0
GO:0007409,GO:0007409,axonogenesis,5/93,418/18722,0.057235151,0.254568329,0.217180993,STMN1/SZT2/S100A6/ACTB/RAC1,5,0.520408163,14.68145338,0.579591837,0
GO:0010634,GO:0010634,positive regulation of epithelial cell migration,3/93,176/18722,0.05738878,0.254568329,0.217180993,HBEGF/RAC1/PFN1,3,0.7,16.89104797,0.723333333,0
GO:0032024,GO:0032024,positive regulation of insulin secretion,2/93,78/18722,0.057479573,0.254568329,0.217180993,HLA-DRB1/RAC1,2,0.702970297,21.66365976,0.816831683,0
GO:0001976,GO:0001976,nervous system process involved in regulation of systemic arterial blood pressure,1/93,12/18722,0.058023702,0.254568329,0.217180993,SOD2,1,NA,NA,NA,0
GO:0002903,GO:0002903,negative regulation of B cell apoptotic process,1/93,12/18722,0.058023702,0.254568329,0.217180993,CD74,1,NA,NA,NA,0
GO:0009176,GO:0009176,pyrimidine deoxyribonucleoside monophosphate metabolic process,1/93,12/18722,0.058023702,0.254568329,0.217180993,DUT,1,NA,NA,NA,0
GO:0009265,GO:0009265,2'-deoxyribonucleotide biosynthetic process,1/93,12/18722,0.058023702,0.254568329,0.217180993,DUT,1,NA,NA,NA,0
GO:0015780,GO:0015780,nucleotide-sugar transmembrane transport,1/93,12/18722,0.058023702,0.254568329,0.217180993,SLC35A4,1,NA,NA,NA,0
GO:0034154,GO:0034154,toll-like receptor 7 signaling pathway,1/93,12/18722,0.058023702,0.254568329,0.217180993,SCIMP,1,NA,NA,NA,1
GO:0034333,GO:0034333,adherens junction assembly,1/93,12/18722,0.058023702,0.254568329,0.217180993,ACTB,1,NA,NA,NA,0
GO:0043383,GO:0043383,negative T cell selection,1/93,12/18722,0.058023702,0.254568329,0.217180993,CD74,1,NA,NA,NA,1
GO:0043476,GO:0043476,pigment accumulation,1/93,12/18722,0.058023702,0.254568329,0.217180993,CD63,1,NA,NA,NA,0
GO:0043482,GO:0043482,cellular pigment accumulation,1/93,12/18722,0.058023702,0.254568329,0.217180993,CD63,1,NA,NA,NA,0
GO:0046385,GO:0046385,deoxyribose phosphate biosynthetic process,1/93,12/18722,0.058023702,0.254568329,0.217180993,DUT,1,NA,NA,NA,0
GO:0051549,GO:0051549,positive regulation of keratinocyte migration,1/93,12/18722,0.058023702,0.254568329,0.217180993,HBEGF,1,NA,NA,NA,0
GO:0060009,GO:0060009,Sertoli cell development,1/93,12/18722,0.058023702,0.254568329,0.217180993,RAB13,1,NA,NA,NA,0
GO:0060907,GO:0060907,positive regulation of macrophage cytokine production,1/93,12/18722,0.058023702,0.254568329,0.217180993,CD74,1,NA,NA,NA,1
GO:0061517,GO:0061517,macrophage proliferation,1/93,12/18722,0.058023702,0.254568329,0.217180993,CSF1R,1,NA,NA,NA,0
GO:0070202,GO:0070202,regulation of establishment of protein localization to chromosome,1/93,12/18722,0.058023702,0.254568329,0.217180993,TCP1,1,NA,NA,NA,0
GO:0070493,GO:0070493,thrombin-activated receptor signaling pathway,1/93,12/18722,0.058023702,0.254568329,0.217180993,STMN1,1,NA,NA,NA,0
GO:0090677,GO:0090677,reversible differentiation,1/93,12/18722,0.058023702,0.254568329,0.217180993,SOD2,1,NA,NA,NA,0
GO:0098974,GO:0098974,postsynaptic actin cytoskeleton organization,1/93,12/18722,0.058023702,0.254568329,0.217180993,ACTB,1,NA,NA,NA,0
GO:1903405,GO:1903405,protein localization to nuclear body,1/93,12/18722,0.058023702,0.254568329,0.217180993,TCP1,1,NA,NA,NA,0
GO:1904816,GO:1904816,"positive regulation of protein localization to chromosome, telomeric region",1/93,12/18722,0.058023702,0.254568329,0.217180993,TCP1,1,NA,NA,NA,0
GO:1904867,GO:1904867,protein localization to Cajal body,1/93,12/18722,0.058023702,0.254568329,0.217180993,TCP1,1,NA,NA,NA,0
GO:2000035,GO:2000035,regulation of stem cell division,1/93,12/18722,0.058023702,0.254568329,0.217180993,MLLT3,1,NA,NA,NA,0
GO:2000303,GO:2000303,regulation of ceramide biosynthetic process,1/93,12/18722,0.058023702,0.254568329,0.217180993,ORMDL2,1,NA,NA,NA,0
GO:0032102,GO:0032102,negative regulation of response to external stimulus,5/93,420/18722,0.058183311,0.254568329,0.217180993,NDFIP1/HLA-DRB1/ANXA2/RORA/CST7,5,0.670068027,12.27023034,0.581632653,0
GO:0050867,GO:0050867,positive regulation of cell activation,5/93,420/18722,0.058183311,0.254568329,0.217180993,CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1,5,1,14.81897896,0.697959184,0
GO:0001895,GO:0001895,retina homeostasis,2/93,79/18722,0.058786936,0.254917962,0.217479277,ACTB/LYZ,2,0.735973597,23.28909379,0.871287129,0
GO:0006029,GO:0006029,proteoglycan metabolic process,2/93,79/18722,0.058786936,0.254917962,0.217479277,CHST12/SPOCK2,2,0.01320132,7.054337929,0.485148515,0
GO:0010770,GO:0010770,positive regulation of cell morphogenesis involved in differentiation,2/93,79/18722,0.058786936,0.254917962,0.217479277,S100A10/RAC1,2,0.877887789,22.25560238,0.841584158,0
GO:0032272,GO:0032272,negative regulation of protein polymerization,2/93,79/18722,0.058786936,0.254917962,0.217479277,STMN1/PFN1,2,0.339933993,13.29331062,0.584158416,0
GO:0042060,GO:0042060,wound healing,5/93,422/18722,0.059140521,0.255143523,0.217671711,FCER1G/HBEGF/GNA12/ACTB/ANXA2,5,0.768707483,17.46411967,0.751020408,0
GO:0051258,GO:0051258,protein polymerization,4/93,296/18722,0.060026448,0.255143523,0.217671711,STMN1/HSPA1B/RAC1/PFN1,4,0.383838384,13.29942599,0.583333333,0
GO:0048660,GO:0048660,regulation of smooth muscle cell proliferation,3/93,180/18722,0.060567304,0.255143523,0.217671711,HBEGF/SOD2/GNA12,3,0.733333333,13.29212581,0.663333333,0
GO:0046209,GO:0046209,nitric oxide metabolic process,2/93,81/18722,0.061432425,0.255143523,0.217671711,RAC1/RORA,2,0.498349835,14.01027339,0.628712871,0
GO:2000106,GO:2000106,regulation of leukocyte apoptotic process,2/93,81/18722,0.061432425,0.255143523,0.217671711,CD74/TCP1,2,0.584158416,9.082539624,0.47029703,0
GO:0032103,GO:0032103,positive regulation of response to external stimulus,5/93,427/18722,0.061573118,0.255143523,0.217671711,CSF1R/CD74/GPSM3/RAC1/SCIMP,5,0.75170068,11.87765798,0.626530612,0
