,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,auc,avg_node_degree,degree_null_auc,is_immune
GO:0006346,GO:0006346,DNA methylation-dependent heterochromatin assembly,1/83,20/18722,0.085070336,0.396342762,0.37211965,MPHOSPH8,1,NA,NA,NA,0
GO:0006851,GO:0006851,mitochondrial calcium ion transmembrane transport,1/83,20/18722,0.085070336,0.396342762,0.37211965,AKT1,1,NA,NA,NA,0
GO:0039692,GO:0039692,single stranded viral RNA replication via double stranded DNA intermediate,1/83,20/18722,0.085070336,0.396342762,0.37211965,MPHOSPH8,1,NA,NA,NA,0
GO:0043046,GO:0043046,DNA methylation involved in gamete generation,1/83,20/18722,0.085070336,0.396342762,0.37211965,TDRKH,1,NA,NA,NA,0
GO:0045844,GO:0045844,positive regulation of striated muscle tissue development,1/83,20/18722,0.085070336,0.396342762,0.37211965,FLOT1,1,NA,NA,NA,0
GO:0048636,GO:0048636,positive regulation of muscle organ development,1/83,20/18722,0.085070336,0.396342762,0.37211965,FLOT1,1,NA,NA,NA,0
GO:0071379,GO:0071379,cellular response to prostaglandin stimulus,1/83,20/18722,0.085070336,0.396342762,0.37211965,AKT1,1,NA,NA,NA,0
GO:0090201,GO:0090201,negative regulation of release of cytochrome c from mitochondria,1/83,20/18722,0.085070336,0.396342762,0.37211965,AKT1,1,NA,NA,NA,0
GO:0097503,GO:0097503,sialylation,1/83,20/18722,0.085070336,0.396342762,0.37211965,ST6GALNAC6,1,NA,NA,NA,0
GO:0098543,GO:0098543,detection of other organism,1/83,20/18722,0.085070336,0.396342762,0.37211965,HLA-B,1,NA,NA,NA,0
GO:1902176,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,1/83,20/18722,0.085070336,0.396342762,0.37211965,AKT1,1,NA,NA,NA,0
GO:2000010,GO:2000010,positive regulation of protein localization to cell surface,1/83,20/18722,0.085070336,0.396342762,0.37211965,AKT1,1,NA,NA,NA,0
GO:0009408,GO:0009408,response to heat,2/83,110/18722,0.085685773,0.396342762,0.37211965,AKT1/CLPB,2,0.414239482,2.299857433,0.834951456,0
GO:0030317,GO:0030317,flagellated sperm motility,2/83,110/18722,0.085685773,0.396342762,0.37211965,QRICH2/SLC9B2,2,0.13592233,2.650019966,0.548543689,0
GO:0097722,GO:0097722,sperm motility,2/83,110/18722,0.085685773,0.396342762,0.37211965,QRICH2/SLC9B2,2,0.13592233,2.650019966,0.548543689,0
GO:0016072,GO:0016072,rRNA metabolic process,3/83,236/18722,0.08742248,0.396342762,0.37211965,EXOSC10/XRN1/DROSHA,3,0.509803922,1.740790856,0.37254902,0
GO:0000956,GO:0000956,nuclear-transcribed mRNA catabolic process,2/83,112/18722,0.088351307,0.396342762,0.37211965,EXOSC10/XRN1,2,0.734627832,1.706732002,0.300970874,0
GO:0002821,GO:0002821,positive regulation of adaptive immune response,2/83,112/18722,0.088351307,0.396342762,0.37211965,HLA-B/IL6ST,2,0.915857605,1.888901785,0.572815534,1
GO:0006450,GO:0006450,regulation of translational fidelity,1/83,21/18722,0.08913082,0.396342762,0.37211965,RPS9,1,NA,NA,NA,0
GO:0007252,GO:0007252,I-kappaB phosphorylation,1/83,21/18722,0.08913082,0.396342762,0.37211965,AKT1,1,NA,NA,NA,0
GO:0009127,GO:0009127,purine nucleoside monophosphate biosynthetic process,1/83,21/18722,0.08913082,0.396342762,0.37211965,AMPD3,1,NA,NA,NA,0
GO:0031998,GO:0031998,regulation of fatty acid beta-oxidation,1/83,21/18722,0.08913082,0.396342762,0.37211965,AKT1,1,NA,NA,NA,0
GO:0045056,GO:0045056,transcytosis,1/83,21/18722,0.08913082,0.396342762,0.37211965,CLTC,1,NA,NA,NA,0
GO:0046128,GO:0046128,purine ribonucleoside metabolic process,1/83,21/18722,0.08913082,0.396342762,0.37211965,PRTFDC1,1,NA,NA,NA,0
GO:0048199,GO:0048199,"vesicle targeting, to, from or within Golgi",1/83,21/18722,0.08913082,0.396342762,0.37211965,PPP6C,1,NA,NA,NA,0
GO:0051767,GO:0051767,nitric-oxide synthase biosynthetic process,1/83,21/18722,0.08913082,0.396342762,0.37211965,PGGT1B,1,NA,NA,NA,0
GO:0051769,GO:0051769,regulation of nitric-oxide synthase biosynthetic process,1/83,21/18722,0.08913082,0.396342762,0.37211965,PGGT1B,1,NA,NA,NA,0
GO:0070269,GO:0070269,pyroptosis,1/83,21/18722,0.08913082,0.396342762,0.37211965,CASP1,1,NA,NA,NA,0
GO:1901863,GO:1901863,positive regulation of muscle tissue development,1/83,21/18722,0.08913082,0.396342762,0.37211965,FLOT1,1,NA,NA,NA,0
GO:1903427,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,1/83,21/18722,0.08913082,0.396342762,0.37211965,ABCB7,1,NA,NA,NA,0
GO:2000047,GO:2000047,regulation of cell-cell adhesion mediated by cadherin,1/83,21/18722,0.08913082,0.396342762,0.37211965,FLOT1,1,NA,NA,NA,0
GO:0072593,GO:0072593,reactive oxygen species metabolic process,3/83,239/18722,0.089982652,0.397788105,0.373476658,ABCB7/AKT1/SH3PXD2A,3,0.68627451,2.28798696,0.846405229,0
GO:1901800,GO:1901800,positive regulation of proteasomal protein catabolic process,2/83,114/18722,0.091041513,0.397788105,0.373476658,PLK3/AKT1,2,0.553398058,2.111834796,0.582524272,0
GO:0022412,GO:0022412,cellular process involved in reproduction in multicellular organism,4/83,384/18722,0.091083187,0.397788105,0.373476658,TDRKH/AKT1/REC8/ZSCAN21,4,0.778877888,1.909298979,0.455445545,0
GO:0000077,GO:0000077,DNA damage checkpoint signaling,2/83,115/18722,0.092395671,0.397788105,0.373476658,PLK3/RAD9B,2,0.941747573,1.733369932,0.349514563,0
GO:0071675,GO:0071675,regulation of mononuclear cell migration,2/83,115/18722,0.092395671,0.397788105,0.373476658,AKT1/ADTRP,2,0.915857605,2.824218763,0.936893204,1
GO:1901989,GO:1901989,positive regulation of cell cycle phase transition,2/83,115/18722,0.092395671,0.397788105,0.373476658,AKT1/TFDP1,2,0.064724919,2.136209289,0.650485437,0
GO:0002053,GO:0002053,positive regulation of mesenchymal cell proliferation,1/83,22/18722,0.093173499,0.397788105,0.373476658,BMPR1A,1,NA,NA,NA,0
GO:0007398,GO:0007398,ectoderm development,1/83,22/18722,0.093173499,0.397788105,0.373476658,BMPR1A,1,NA,NA,NA,0
GO:0019400,GO:0019400,alditol metabolic process,1/83,22/18722,0.093173499,0.397788105,0.373476658,GK,1,NA,NA,NA,0
GO:0032069,GO:0032069,regulation of nuclease activity,1/83,22/18722,0.093173499,0.397788105,0.373476658,AKT1,1,NA,NA,NA,0
GO:0032891,GO:0032891,negative regulation of organic acid transport,1/83,22/18722,0.093173499,0.397788105,0.373476658,AKT1,1,NA,NA,NA,0
GO:0033617,GO:0033617,mitochondrial cytochrome c oxidase assembly,1/83,22/18722,0.093173499,0.397788105,0.373476658,COX14,1,NA,NA,NA,0
GO:0034755,GO:0034755,iron ion transmembrane transport,1/83,22/18722,0.093173499,0.397788105,0.373476658,ABCB7,1,NA,NA,NA,0
GO:0035089,GO:0035089,establishment of apical/basal cell polarity,1/83,22/18722,0.093173499,0.397788105,0.373476658,MYO9A,1,NA,NA,NA,0
GO:0060965,GO:0060965,negative regulation of gene silencing by miRNA,1/83,22/18722,0.093173499,0.397788105,0.373476658,BCDIN3D,1,NA,NA,NA,0
GO:0071359,GO:0071359,cellular response to dsRNA,1/83,22/18722,0.093173499,0.397788105,0.373476658,FLOT1,1,NA,NA,NA,0
GO:0021782,GO:0021782,glial cell development,2/83,116/18722,0.093755761,0.399278264,0.374875744,AKT1/NDRG1,2,0.223300971,2.122798897,0.616504854,0
GO:1901987,GO:1901987,regulation of cell cycle phase transition,4/83,390/18722,0.095078245,0.401924985,0.377360706,PLK3/AKT1/RAD9B/TFDP1,4,0.623762376,1.93478961,0.5,0
GO:0072676,GO:0072676,lymphocyte migration,2/83,117/18722,0.095121705,0.401924985,0.377360706,AKT1/ADTRP,2,0.915857605,2.824218763,0.936893204,1
GO:1903828,GO:1903828,negative regulation of cellular protein localization,2/83,117/18722,0.095121705,0.401924985,0.377360706,CLTC/C11orf65,2,0.608414239,2.382522088,0.868932039,0
GO:0003323,GO:0003323,type B pancreatic cell development,1/83,23/18722,0.097198451,0.401924985,0.377360706,AKT1,1,NA,NA,NA,0
GO:0007130,GO:0007130,synaptonemal complex assembly,1/83,23/18722,0.097198451,0.401924985,0.377360706,REC8,1,NA,NA,NA,0
GO:0034695,GO:0034695,response to prostaglandin E,1/83,23/18722,0.097198451,0.401924985,0.377360706,AKT1,1,NA,NA,NA,0
GO:0051882,GO:0051882,mitochondrial depolarization,1/83,23/18722,0.097198451,0.401924985,0.377360706,CASP1,1,NA,NA,NA,0
GO:0060143,GO:0060143,positive regulation of syncytium formation by plasma membrane fusion,1/83,23/18722,0.097198451,0.401924985,0.377360706,FLOT1,1,NA,NA,NA,0
GO:0060353,GO:0060353,regulation of cell adhesion molecule production,1/83,23/18722,0.097198451,0.401924985,0.377360706,FLOT1,1,NA,NA,NA,0
GO:0060575,GO:0060575,intestinal epithelial cell differentiation,1/83,23/18722,0.097198451,0.401924985,0.377360706,IL6ST,1,NA,NA,NA,0
GO:0071636,GO:0071636,positive regulation of transforming growth factor beta production,1/83,23/18722,0.097198451,0.401924985,0.377360706,BMPR1A,1,NA,NA,NA,0
GO:0002761,GO:0002761,regulation of myeloid leukocyte differentiation,2/83,120/18722,0.099253895,0.401924985,0.377360706,SLC9B2/TMEM64,2,0.029126214,2.763424261,0.72815534,1
GO:0006304,GO:0006304,DNA modification,2/83,120/18722,0.099253895,0.401924985,0.377360706,MPHOSPH8/TDRKH,2,0.566343042,1.668071462,0.233009709,0
GO:0072655,GO:0072655,establishment of protein localization to mitochondrion,2/83,120/18722,0.099253895,0.401924985,0.377360706,AKT1/C11orf65,2,0.44012945,2.596830745,0.922330097,0
GO:0006869,GO:0006869,lipid transport,4/83,398/18722,0.100532982,0.401924985,0.377360706,AKT1/ATP8B2/ATP8A1/SLC10A3,4,0.504950495,1.831408849,0.398514851,0
GO:0001704,GO:0001704,formation of primary germ layer,2/83,121/18722,0.100642491,0.401924985,0.377360706,TXNRD1/BMPR1A,2,0.213592233,1.706651241,0.305825243,0
GO:0045931,GO:0045931,positive regulation of mitotic cell cycle,2/83,121/18722,0.100642491,0.401924985,0.377360706,AKT1/TFDP1,2,0.064724919,2.136209289,0.650485437,0
GO:0000466,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1/83,24/18722,0.101205752,0.401924985,0.377360706,EXOSC10,1,NA,NA,NA,0
GO:0001911,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,1/83,24/18722,0.101205752,0.401924985,0.377360706,HLA-B,1,NA,NA,NA,1
GO:0003148,GO:0003148,outflow tract septum morphogenesis,1/83,24/18722,0.101205752,0.401924985,0.377360706,BMPR1A,1,NA,NA,NA,0
GO:0003181,GO:0003181,atrioventricular valve morphogenesis,1/83,24/18722,0.101205752,0.401924985,0.377360706,BMPR1A,1,NA,NA,NA,0
GO:0030859,GO:0030859,polarized epithelial cell differentiation,1/83,24/18722,0.101205752,0.401924985,0.377360706,MYO9A,1,NA,NA,NA,0
GO:0032928,GO:0032928,regulation of superoxide anion generation,1/83,24/18722,0.101205752,0.401924985,0.377360706,AKT1,1,NA,NA,NA,0
GO:0048641,GO:0048641,regulation of skeletal muscle tissue development,1/83,24/18722,0.101205752,0.401924985,0.377360706,FLOT1,1,NA,NA,NA,0
GO:0051000,GO:0051000,positive regulation of nitric-oxide synthase activity,1/83,24/18722,0.101205752,0.401924985,0.377360706,AKT1,1,NA,NA,NA,0
GO:0060149,GO:0060149,negative regulation of posttranscriptional gene silencing,1/83,24/18722,0.101205752,0.401924985,0.377360706,BCDIN3D,1,NA,NA,NA,0
GO:0060967,GO:0060967,negative regulation of gene silencing by RNA,1/83,24/18722,0.101205752,0.401924985,0.377360706,BCDIN3D,1,NA,NA,NA,0
GO:0061162,GO:0061162,establishment of monopolar cell polarity,1/83,24/18722,0.101205752,0.401924985,0.377360706,MYO9A,1,NA,NA,NA,0
GO:1903077,GO:1903077,negative regulation of protein localization to plasma membrane,1/83,24/18722,0.101205752,0.401924985,0.377360706,CLTC,1,NA,NA,NA,0
GO:0072329,GO:0072329,monocarboxylic acid catabolic process,2/83,122/18722,0.102036562,0.401924985,0.377360706,AKT1/ADTRP,2,0.915857605,2.824218763,0.936893204,0
GO:0031570,GO:0031570,DNA integrity checkpoint signaling,2/83,123/18722,0.103436032,0.401924985,0.377360706,PLK3/RAD9B,2,0.941747573,1.733369932,0.349514563,0
GO:1903362,GO:1903362,regulation of cellular protein catabolic process,3/83,255/18722,0.104156633,0.401924985,0.377360706,PLK3/QRICH2/AKT1,3,0.611111111,1.93392221,0.431372549,0
GO:0016540,GO:0016540,protein autoprocessing,1/83,25/18722,0.10519548,0.401924985,0.377360706,CASP1,1,NA,NA,NA,0
GO:0031579,GO:0031579,membrane raft organization,1/83,25/18722,0.10519548,0.401924985,0.377360706,FLOT1,1,NA,NA,NA,0
GO:0050995,GO:0050995,negative regulation of lipid catabolic process,1/83,25/18722,0.10519548,0.401924985,0.377360706,AKT1,1,NA,NA,NA,0
GO:0061339,GO:0061339,establishment or maintenance of monopolar cell polarity,1/83,25/18722,0.10519548,0.401924985,0.377360706,MYO9A,1,NA,NA,NA,0
GO:0090330,GO:0090330,regulation of platelet aggregation,1/83,25/18722,0.10519548,0.401924985,0.377360706,IL6ST,1,NA,NA,NA,0
GO:0098581,GO:0098581,detection of external biotic stimulus,1/83,25/18722,0.10519548,0.401924985,0.377360706,HLA-B,1,NA,NA,NA,0
GO:0140448,GO:0140448,signaling receptor ligand precursor processing,1/83,25/18722,0.10519548,0.401924985,0.377360706,CASP1,1,NA,NA,NA,0
GO:1903798,GO:1903798,regulation of production of miRNAs involved in gene silencing by miRNA,1/83,25/18722,0.10519548,0.401924985,0.377360706,BCDIN3D,1,NA,NA,NA,0
GO:0051053,GO:0051053,negative regulation of DNA metabolic process,2/83,125/18722,0.10625088,0.401924985,0.377360706,EXOSC10/XRN1,2,0.734627832,1.706732002,0.300970874,0
GO:0060294,GO:0060294,cilium movement involved in cell motility,2/83,125/18722,0.10625088,0.401924985,0.377360706,QRICH2/SLC9B2,2,0.116504854,2.650019966,0.548543689,0
GO:0070585,GO:0070585,protein localization to mitochondrion,2/83,125/18722,0.10625088,0.401924985,0.377360706,AKT1/C11orf65,2,0.44012945,2.596830745,0.922330097,0
GO:1904375,GO:1904375,regulation of protein localization to cell periphery,2/83,125/18722,0.10625088,0.401924985,0.377360706,AKT1/CLTC,2,0.919093851,2.325245647,0.86407767,0
GO:0051091,GO:0051091,positive regulation of DNA-binding transcription factor activity,3/83,260/18722,0.108758469,0.401924985,0.377360706,AKT1/FLOT1/TFDP1,3,0.444444444,1.918810324,0.454248366,0
GO:0035270,GO:0035270,endocrine system development,2/83,127/18722,0.109086449,0.401924985,0.377360706,AKT1/BMPR1A,2,0.55987055,2.12207155,0.601941748,0
GO:0051224,GO:0051224,negative regulation of protein transport,2/83,127/18722,0.109086449,0.401924985,0.377360706,ADTRP/C11orf65,2,0.792880259,2.881495203,0.941747573,0
GO:0001556,GO:0001556,oocyte maturation,1/83,26/18722,0.109167709,0.401924985,0.377360706,REC8,1,NA,NA,NA,0
GO:0001573,GO:0001573,ganglioside metabolic process,1/83,26/18722,0.109167709,0.401924985,0.377360706,ST6GALNAC6,1,NA,NA,NA,0
GO:0001963,GO:0001963,"synaptic transmission, dopaminergic",1/83,26/18722,0.109167709,0.401924985,0.377360706,FLOT1,1,NA,NA,NA,0
GO:0008535,GO:0008535,respiratory chain complex IV assembly,1/83,26/18722,0.109167709,0.401924985,0.377360706,COX14,1,NA,NA,NA,0
GO:0016226,GO:0016226,iron-sulfur cluster assembly,1/83,26/18722,0.109167709,0.401924985,0.377360706,ABCB7,1,NA,NA,NA,0
GO:0019883,GO:0019883,antigen processing and presentation of endogenous antigen,1/83,26/18722,0.109167709,0.401924985,0.377360706,HLA-B,1,NA,NA,NA,1
GO:0031163,GO:0031163,metallo-sulfur cluster assembly,1/83,26/18722,0.109167709,0.401924985,0.377360706,ABCB7,1,NA,NA,NA,0
GO:0034063,GO:0034063,stress granule assembly,1/83,26/18722,0.109167709,0.401924985,0.377360706,RPS23,1,NA,NA,NA,0
GO:0034114,GO:0034114,regulation of heterotypic cell-cell adhesion,1/83,26/18722,0.109167709,0.401924985,0.377360706,FLOT1,1,NA,NA,NA,0
GO:0042278,GO:0042278,purine nucleoside metabolic process,1/83,26/18722,0.109167709,0.401924985,0.377360706,PRTFDC1,1,NA,NA,NA,0
GO:0060037,GO:0060037,pharyngeal system development,1/83,26/18722,0.109167709,0.401924985,0.377360706,BMPR1A,1,NA,NA,NA,0
GO:0060352,GO:0060352,cell adhesion molecule production,1/83,26/18722,0.109167709,0.401924985,0.377360706,FLOT1,1,NA,NA,NA,0
GO:0070102,GO:0070102,interleukin-6-mediated signaling pathway,1/83,26/18722,0.109167709,0.401924985,0.377360706,IL6ST,1,NA,NA,NA,0
GO:0070193,GO:0070193,synaptonemal complex organization,1/83,26/18722,0.109167709,0.401924985,0.377360706,REC8,1,NA,NA,NA,0
GO:0070920,GO:0070920,regulation of production of small RNA involved in gene silencing by RNA,1/83,26/18722,0.109167709,0.401924985,0.377360706,BCDIN3D,1,NA,NA,NA,0
GO:1904376,GO:1904376,negative regulation of protein localization to cell periphery,1/83,26/18722,0.109167709,0.401924985,0.377360706,CLTC,1,NA,NA,NA,0
GO:0051321,GO:0051321,meiotic cell cycle,3/83,261/18722,0.109688317,0.402112201,0.37753648,TDRKH/REC8/ZSCAN21,3,0.529411765,1.69921387,0.300653595,0
GO:0090305,GO:0090305,nucleic acid phosphodiester bond hydrolysis,3/83,261/18722,0.109688317,0.402112201,0.37753648,EXOSC10/XRN1/DROSHA,3,0.509803922,1.740790856,0.37254902,0
GO:0007093,GO:0007093,mitotic cell cycle checkpoint signaling,2/83,129/18722,0.111942164,0.406860816,0.381994876,PLK3/RAD9B,2,0.941747573,1.733369932,0.349514563,0
GO:0007127,GO:0007127,meiosis I,2/83,129/18722,0.111942164,0.406860816,0.381994876,REC8/ZSCAN21,2,0.572815534,1.72512943,0.349514563,0
GO:0007498,GO:0007498,mesoderm development,2/83,129/18722,0.111942164,0.406860816,0.381994876,TXNRD1/BMPR1A,2,0.233009709,1.706651241,0.305825243,0
GO:0000469,GO:0000469,cleavage involved in rRNA processing,1/83,27/18722,0.113122517,0.406860816,0.381994876,EXOSC10,1,NA,NA,NA,0
GO:0003171,GO:0003171,atrioventricular valve development,1/83,27/18722,0.113122517,0.406860816,0.381994876,BMPR1A,1,NA,NA,NA,0
GO:0003272,GO:0003272,endocardial cushion formation,1/83,27/18722,0.113122517,0.406860816,0.381994876,BMPR1A,1,NA,NA,NA,0
GO:0039529,GO:0039529,RIG-I signaling pathway,1/83,27/18722,0.113122517,0.406860816,0.381994876,CLPB,1,NA,NA,NA,1
GO:0046174,GO:0046174,polyol catabolic process,1/83,27/18722,0.113122517,0.406860816,0.381994876,GK,1,NA,NA,NA,0
GO:0060142,GO:0060142,regulation of syncytium formation by plasma membrane fusion,1/83,27/18722,0.113122517,0.406860816,0.381994876,FLOT1,1,NA,NA,NA,0
GO:0051028,GO:0051028,mRNA transport,2/83,130/18722,0.113377398,0.406911681,0.382042632,ALKBH5/FYTTD1,2,0.640776699,1.876300785,0.597087379,0
GO:0000723,GO:0000723,telomere maintenance,2/83,131/18722,0.114817458,0.406911681,0.382042632,EXOSC10/XRN1,2,0.734627832,1.706732002,0.300970874,0
GO:0019827,GO:0019827,stem cell population maintenance,2/83,131/18722,0.114817458,0.406911681,0.382042632,BMPR1A/ASCL2,2,0.203883495,1.665295014,0.237864078,0
GO:1904950,GO:1904950,negative regulation of establishment of protein localization,2/83,131/18722,0.114817458,0.406911681,0.382042632,ADTRP/C11orf65,2,0.789644013,2.881495203,0.941747573,0
GO:0002474,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,1/83,28/18722,0.117059977,0.406911681,0.382042632,HLA-B,1,NA,NA,NA,1
GO:0002507,GO:0002507,tolerance induction,1/83,28/18722,0.117059977,0.406911681,0.382042632,HLA-B,1,NA,NA,NA,1
GO:0002675,GO:0002675,positive regulation of acute inflammatory response,1/83,28/18722,0.117059977,0.406911681,0.382042632,IL6ST,1,NA,NA,NA,0
GO:0007064,GO:0007064,mitotic sister chromatid cohesion,1/83,28/18722,0.117059977,0.406911681,0.382042632,REC8,1,NA,NA,NA,0
GO:0007205,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,1/83,28/18722,0.117059977,0.406911681,0.382042632,CISH,1,NA,NA,NA,0
GO:0009312,GO:0009312,oligosaccharide biosynthetic process,1/83,28/18722,0.117059977,0.406911681,0.382042632,ST6GALNAC6,1,NA,NA,NA,0
GO:0010464,GO:0010464,regulation of mesenchymal cell proliferation,1/83,28/18722,0.117059977,0.406911681,0.382042632,BMPR1A,1,NA,NA,NA,0
GO:0010575,GO:0010575,positive regulation of vascular endothelial growth factor production,1/83,28/18722,0.117059977,0.406911681,0.382042632,IL6ST,1,NA,NA,NA,0
GO:0031342,GO:0031342,negative regulation of cell killing,1/83,28/18722,0.117059977,0.406911681,0.382042632,HLA-B,1,NA,NA,NA,0
GO:0034123,GO:0034123,positive regulation of toll-like receptor signaling pathway,1/83,28/18722,0.117059977,0.406911681,0.382042632,FLOT1,1,NA,NA,NA,1
GO:0044331,GO:0044331,cell-cell adhesion mediated by cadherin,1/83,28/18722,0.117059977,0.406911681,0.382042632,FLOT1,1,NA,NA,NA,0
GO:0045589,GO:0045589,regulation of regulatory T cell differentiation,1/83,28/18722,0.117059977,0.406911681,0.382042632,DROSHA,1,NA,NA,NA,1
GO:1903052,GO:1903052,positive regulation of proteolysis involved in cellular protein catabolic process,2/83,133/18722,0.117711772,0.406911681,0.382042632,PLK3/AKT1,2,0.514563107,2.111834796,0.582524272,0
GO:0032434,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,2/83,134/18722,0.119165889,0.406911681,0.382042632,PLK3/AKT1,2,0.514563107,2.111834796,0.582524272,0
GO:0042552,GO:0042552,myelination,2/83,134/18722,0.119165889,0.406911681,0.382042632,AKT1/NDRG1,2,0.223300971,2.122798897,0.616504854,0
GO:0098727,GO:0098727,maintenance of cell number,2/83,134/18722,0.119165889,0.406911681,0.382042632,BMPR1A/ASCL2,2,0.194174757,1.665295014,0.237864078,0
GO:0044772,GO:0044772,mitotic cell cycle phase transition,4/83,424/18722,0.119235144,0.406911681,0.382042632,PLK3/PPP6C/AKT1/TFDP1,4,0.320132013,1.993720071,0.566831683,0
GO:0061982,GO:0061982,meiosis I cell cycle process,2/83,135/18722,0.120624555,0.406911681,0.382042632,REC8/ZSCAN21,2,0.582524272,1.72512943,0.349514563,0
GO:0001916,GO:0001916,positive regulation of T cell mediated cytotoxicity,1/83,29/18722,0.120980167,0.406911681,0.382042632,HLA-B,1,NA,NA,NA,1
GO:0002068,GO:0002068,glandular epithelial cell development,1/83,29/18722,0.120980167,0.406911681,0.382042632,AKT1,1,NA,NA,NA,0
GO:0003309,GO:0003309,type B pancreatic cell differentiation,1/83,29/18722,0.120980167,0.406911681,0.382042632,AKT1,1,NA,NA,NA,0
GO:0005979,GO:0005979,regulation of glycogen biosynthetic process,1/83,29/18722,0.120980167,0.406911681,0.382042632,AKT1,1,NA,NA,NA,0
GO:0006688,GO:0006688,glycosphingolipid biosynthetic process,1/83,29/18722,0.120980167,0.406911681,0.382042632,ST6GALNAC6,1,NA,NA,NA,0
GO:0010962,GO:0010962,regulation of glucan biosynthetic process,1/83,29/18722,0.120980167,0.406911681,0.382042632,AKT1,1,NA,NA,NA,0
GO:0043153,GO:0043153,entrainment of circadian clock by photoperiod,1/83,29/18722,0.120980167,0.406911681,0.382042632,MTA1,1,NA,NA,NA,0
GO:0045737,GO:0045737,positive regulation of cyclin-dependent protein serine/threonine kinase activity,1/83,29/18722,0.120980167,0.406911681,0.382042632,AKT1,1,NA,NA,NA,0
GO:0060969,GO:0060969,negative regulation of gene silencing,1/83,29/18722,0.120980167,0.406911681,0.382042632,BCDIN3D,1,NA,NA,NA,0
GO:0090114,GO:0090114,COPII-coated vesicle budding,1/83,29/18722,0.120980167,0.406911681,0.382042632,PPP6C,1,NA,NA,NA,0
GO:1902175,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,1/83,29/18722,0.120980167,0.406911681,0.382042632,AKT1,1,NA,NA,NA,0
GO:0007272,GO:0007272,ensheathment of neurons,2/83,136/18722,0.122087702,0.40902964,0.384031149,AKT1/NDRG1,2,0.27184466,2.122798897,0.616504854,0
GO:0008366,GO:0008366,axon ensheathment,2/83,136/18722,0.122087702,0.40902964,0.384031149,AKT1/NDRG1,2,0.223300971,2.122798897,0.616504854,0
GO:0010453,GO:0010453,regulation of cell fate commitment,1/83,30/18722,0.12488316,0.410050806,0.384989905,BMPR1A,1,NA,NA,NA,0
GO:0015721,GO:0015721,bile acid and bile salt transport,1/83,30/18722,0.12488316,0.410050806,0.384989905,SLC10A3,1,NA,NA,NA,0
GO:0031571,GO:0031571,mitotic G1 DNA damage checkpoint signaling,1/83,30/18722,0.12488316,0.410050806,0.384989905,PLK3,1,NA,NA,NA,0
GO:0034694,GO:0034694,response to prostaglandin,1/83,30/18722,0.12488316,0.410050806,0.384989905,AKT1,1,NA,NA,NA,0
GO:0044030,GO:0044030,regulation of DNA methylation,1/83,30/18722,0.12488316,0.410050806,0.384989905,MPHOSPH8,1,NA,NA,NA,0
GO:0060674,GO:0060674,placenta blood vessel development,1/83,30/18722,0.12488316,0.410050806,0.384989905,AKT1,1,NA,NA,NA,0
GO:0061311,GO:0061311,cell surface receptor signaling pathway involved in heart development,1/83,30/18722,0.12488316,0.410050806,0.384989905,BMPR1A,1,NA,NA,NA,0
GO:0061384,GO:0061384,heart trabecula morphogenesis,1/83,30/18722,0.12488316,0.410050806,0.384989905,BMPR1A,1,NA,NA,NA,0
GO:0140058,GO:0140058,neuron projection arborization,1/83,30/18722,0.12488316,0.410050806,0.384989905,MYO9A,1,NA,NA,NA,0
GO:0001539,GO:0001539,cilium or flagellum-dependent cell motility,2/83,138/18722,0.125027173,0.410050806,0.384989905,QRICH2/SLC9B2,2,0.116504854,2.650019966,0.548543689,0
GO:0060285,GO:0060285,cilium-dependent cell motility,2/83,138/18722,0.125027173,0.410050806,0.384989905,QRICH2/SLC9B2,2,0.116504854,2.650019966,0.548543689,0
GO:0045598,GO:0045598,regulation of fat cell differentiation,2/83,139/18722,0.126503364,0.414098968,0.388790656,AKT1/TMEM64,2,0.323624595,2.172229967,0.703883495,0
GO:0015748,GO:0015748,organophosphate ester transport,2/83,140/18722,0.127983772,0.41438455,0.389058785,ATP8B2/ATP8A1,2,0.093851133,1.455414341,0.048543689,0
GO:0050768,GO:0050768,negative regulation of neurogenesis,2/83,140/18722,0.127983772,0.41438455,0.389058785,BMPR1A/ASCL2,2,0.194174757,1.665295014,0.237864078,0
GO:0044819,GO:0044819,mitotic G1/S transition checkpoint signaling,1/83,31/18722,0.128769031,0.41438455,0.389058785,PLK3,1,NA,NA,NA,0
GO:0045066,GO:0045066,regulatory T cell differentiation,1/83,31/18722,0.128769031,0.41438455,0.389058785,DROSHA,1,NA,NA,NA,1
GO:0048710,GO:0048710,regulation of astrocyte differentiation,1/83,31/18722,0.128769031,0.41438455,0.389058785,IL6ST,1,NA,NA,NA,0
